id	TCGA-2J-AABE-01	TCGA-F2-A44H-01	TCGA-HZ-8001-01	TCGA-HZ-A8P1-01	TCGA-S4-A8RM-01	TCGA-HZ-8519-01	TCGA-US-A77G-01	TCGA-3A-A9IJ-01	TCGA-3A-A9IR-01	TCGA-3A-A9IB-01	TCGA-3A-A9IO-01	TCGA-YB-A89D-01	TCGA-IB-A7M4-01	TCGA-IB-7885-01	TCGA-HZ-8637-01	TCGA-HZ-A77Q-01	TCGA-HZ-7920-01	TCGA-2J-AAB4-01	TCGA-YY-A8LH-01	TCGA-3A-A9IL-01	TCGA-HZ-7922-01	TCGA-2J-AABT-01	TCGA-IB-A5ST-01	TCGA-FB-A78T-01	TCGA-FB-AAQ0-01	TCGA-Z5-AAPL-01	TCGA-HZ-8638-01	TCGA-3A-A9IS-01	TCGA-FB-AAQ3-01	TCGA-S4-A8RP-01	TCGA-IB-AAUU-01	TCGA-2J-AABP-01	TCGA-3A-A9IX-01	TCGA-F2-6880-01	TCGA-Q3-A5QY-01	TCGA-US-A776-01	TCGA-RL-AAAS-01	TCGA-IB-AAUV-01	TCGA-LB-A8F3-01	TCGA-FB-AAPY-01	TCGA-XD-AAUG-01	TCGA-2J-AAB1-01	TCGA-HZ-A77P-01	TCGA-FB-A7DR-01	TCGA-FB-AAPQ-01	TCGA-3A-A9I5-01	TCGA-FB-AAPS-01	TCGA-HZ-7923-01	TCGA-HZ-A49H-01	TCGA-3A-A9IV-01	TCGA-XD-AAUL-01	TCGA-3A-A9IH-01	TCGA-2J-AABO-01	TCGA-FB-A4P5-01	TCGA-FB-A5VM-01	TCGA-IB-7897-01	TCGA-IB-AAUM-01	TCGA-US-A779-01	TCGA-3A-A9IU-01	TCGA-IB-7888-01	TCGA-2J-AABU-01	TCGA-IB-A5SS-01	TCGA-HZ-8002-01	TCGA-OE-A75W-01	TCGA-2J-AAB6-01	TCGA-IB-7889-01	TCGA-HZ-7918-01	TCGA-3A-A9I9-01	TCGA-FB-AAPP-01	TCGA-H8-A6C1-01	TCGA-F2-6879-01	TCGA-3A-A9IC-01	TCGA-IB-A7LX-01	TCGA-2J-AAB9-01	TCGA-2L-AAQE-01	TCGA-US-A774-01	TCGA-HZ-A9TJ-01	TCGA-HV-A7OP-01	TCGA-2J-AABI-01	TCGA-H6-8124-01	TCGA-RB-AA9M-01	TCGA-HZ-A9TJ-06	TCGA-F2-7276-01	TCGA-IB-7890-01	TCGA-FB-AAPZ-01	TCGA-IB-7645-01	TCGA-IB-7893-01	TCGA-US-A77J-01	TCGA-HZ-7924-01	TCGA-2J-AABR-01	TCGA-IB-A5SQ-01	TCGA-3A-A9J0-01	TCGA-HZ-8003-01	TCGA-2J-AABH-01	TCGA-HV-A5A6-01	TCGA-IB-7654-01
CTNNB1	28934.74042	16321.17969	22252.53214	14850.31802	21832.56578	13510.81835	18663.67904	8448.308028	9218.604367	26668.7263	8221.53076	23269.31025	25592.35841	20820.96334	13826.12114	35098.31918	23913.30571	22379.86021	19263.31091	10567.0267	31054.42726	19817.50069	19276.83401	18025.48009	17845.59867	11444.25196	17174.85211	11221.60525	22381.9151	24537.4391	41081.41648	19665.45408	21676.35084	12231.59917	11804.63872	26482.56708	17751.50094	24232.92296	18157.61852	16181.72377	26363.38883	20974.97801	22917.47323	19104.81698	12825.66863	9690.761461	20297.23296	16832.10421	17944.92514	8301.62966	30770.79605	27643.92606	18419.86949	18510.57169	26454.71251	17067.03326	15694.38985	18153.55228	25286.86073	20645.4396	14595.44994	36388.11845	23830.74744	14619.77869	17739.97122	27918.64892	24055.65109	16283.08552	22502.59946	15868.68229	35324.44798	18379.17728	29898.73871	27041.99804	25785.33925	21694.12205	25626.73773	29505.08332	20903.30944	37238.33624	21649.72253	15610.37691	27444.25238	36200.87218	21395.27648	26709.5711	43368.46665	17982.68994	23844.08653	22586.94794	21815.94418	26713.83524	18451.54549	25637.00845	32490.67219	24109.66376
CTNNA1	21665.75624	17554.85349	20411.23625	31492.18284	27725.50456	15809.18851	35447.1334	7865.96972	3791.237155	26519.43623	12471.89638	27063.52443	20379.74694	31990.41786	10666.23012	22093.99536	18742.25042	25250.63354	24437.28246	9193.496031	28531.46258	20526.01951	16027.18482	24923.63598	31443.62432	9662.626624	22865.48988	15460.04012	19173.77545	20790.79054	22281.67208	14110.56514	16193.07405	12252.87633	9592.605624	21595.68911	23167.30961	12929.72425	19697.73864	21499.22835	15112.79372	31184.99148	19347.98409	25674.15564	40190.87513	15831.22127	15576.59025	12950.41105	14078.47222	9988.454314	30455.89593	37191.03214	24862.30009	14325.62774	12518.19326	16396.87709	13752.73239	18289.7087	38176.76902	21655.9157	28271.26498	33762.4376	19241.86918	19094.46904	22076.97005	25943.89131	16682.66294	16510.80491	33772.29723	20064.10332	27810.82396	24669.50605	26337.56909	24625.50767	28139.20885	21891.80428	25316.13301	6359.520208	24308.89409	29630.45987	28207.36384	22315.59915	20128.87664	30457.51728	29123.86578	23264.39066	29230.32575	13794.3546	27731.92801	20973.34312	15059.6233	32462.2841	13061.3187	35378.80151	18232.41569	35904.53628
CSTB	15299.44224	11147.89215	11191.77007	12267.20132	14780.62486	5076.246487	7453.926464	6543.744436	5172.147547	14463.71061	4406.540254	11705.21434	20200.11912	13849.62397	8266.723241	11472.75412	3950.713237	16669.87264	24669.44749	5725.363323	6984.404839	6875.895781	7707.092689	18320.25875	18069.77822	5412.820543	6266.548198	4409.907295	22179.41822	9828.470399	21395.08478	7449.651044	3992.567923	2627.848431	7503.359898	7803.422954	7687.58427	6114.471459	13785.15131	18443.97579	5825.630545	13810.01028	5328.696355	6808.299927	22303.91584	9926.300847	5995.395299	4588.071119	5557.000284	3409.588503	15655.88751	22820.39473	8317.234132	8285.499912	13784.46047	3488.074408	4698.246119	19350.87917	37431.75453	7775.662871	6452.380221	15374.55258	4467.525146	14608.31798	39143.77557	11143.44836	5560.555575	11779.15701	4169.098936	10488.54673	15442.8089	14379.24051	17881.73716	5204.073764	14127.18506	6802.171852	26379.32669	12906.7359	32100.52731	14780.90107	7058.318824	16221.03883	5079.189008	8080.384365	13575.28477	6602.965151	18922.41362	6488.019031	4900.405704	5380.027511	11392.38751	23964.38598	4191.414634	21526.95751	8541.578935	8691.063498
CSTA	374.3352659	303.2854718	1493.236027	441.337347	3065.148284	206.27297	809.2213145	10.90015105	4.162453945	310.3222369	32.07404423	379.8628592	2795.91172	420.4706552	699.9090446	502.625008	215.2962934	369.2263811	556.0708901	19.71693484	235.4225939	212.1643408	674.0139086	455.2652554	676.5886931	335.3347539	76.67774247	7.784466814	2238.071463	162.2164624	417.0809456	294.6778893	581.3401279	54.97428249	492.1005431	659.404212	377.592504	414.6666923	43.61045694	896.3022812	248.7369778	360.7587708	196.1498007	637.304885	682.8942193	980.9239903	268.7531123	495.8652569	291.4899891	21.58783794	385.2296343	811.3411795	390.6761605	702.5431409	10854.0267	301.6706301	161.0932148	602.8398165	133.7156627	675.1782215	462.1267939	394.8577074	343.2225115	869.9624858	649.8114531	1401.636172	506.3423119	250.3106516	22.98219651	371.5163216	608.262722	192.6095977	85.69625121	288.1440398	913.3533792	179.0217123	95.11163681	66.99110614	3791.348876	160.0728174	151.2931546	89.09003399	315.1737353	557.2229065	429.8628746	591.5347602	536.4389347	1305.244355	63.09381806	564.8188457	266.9856734	153.3115692	274.8481226	1259.795352	115.6379971	448.6405893
CST6	516.9539002	31.73900637	1656.994341	82.55071701	15.09038934	12.66940909	231.5888169	9.81428483	6.295695953	494.2654545	2.081496606	340.597043	705.0306108	1080.72198	32.31526596	1220.095362	94.82225916	1051.015671	778.2132442	22.53627935	199.1308093	68.63220689	119.4335249	46.73062523	103.7272183	181.4760762	12.98819974	0	1828.950519	179.1015585	431.1047209	5.719761455	1591.197306	59.71106563	2258.924579	20.69236601	239.5316955	85.22147737	51.43002665	1213.457606	131.4479282	107.1894755	126.1131065	188.7051461	37.95957806	32.89738921	41.81710135	60.87015999	216.2370573	3.660678203	741.5818107	2203.812256	4485.872401	641.2556296	6388.264523	432.7506944	76.88186064	93.56074247	4351.584535	27.1499884	2566.603035	2338.613356	619.7116156	352.7914113	3094.663935	2024.978785	22.56872204	891.5668852	5.106617212	184.7667056	149.9020358	108.7381767	2358.981769	1128.947474	3268.223124	550.7367227	423.9828922	21.90488795	3452.499528	813.4226114	2810.909766	747.8572712	265.7813489	850.7891459	1621.625101	1619.624949	1149.678068	375.7652031	5.881626165	105.2315765	452.507058	993.3012449	152.3638297	1590.609939	1964.998156	113.1367516
CRK	1981.973817	3262.412952	2513.310188	3857.399781	2451.541085	2790.965225	2480.540251	1505.859084	2696.174817	3005.067386	2437.505421	2883.868672	3041.529027	3494.884606	3625.753553	3607.572277	3766.51331	2120.273783	1822.91469	2308.942974	3721.622183	2819.627368	3541.935289	2170.696757	1907.99973	1941.876807	4774.073171	1825.927715	1989.86854	2833.183276	1936.852525	5197.890887	3150.873102	3002.953393	2240.284749	3719.861588	2495.593329	3709.33551	3516.925838	2208.045573	3380.051949	3215.9023	3417.078683	3759.326925	2442.086517	3941.650478	2572.614277	3119.522867	3560.150294	2198.184837	3284.395107	2421.865791	2903.123617	2725.490033	2044.663265	3610.377947	2820.907094	2292.849194	2461.599887	3437.897447	2483.076508	3432.663668	4169.622591	1751.389706	3065.649535	3149.208748	4310.341354	2480.233805	4149.268486	2510.727648	2884.107365	3158.114338	3291.406755	3425.518883	2526.610158	3169.627471	2963.567309	4223.443706	1988.212259	4043.009258	3228.871882	2568.134303	4945.389225	4006.194133	3200.715742	4336.781525	4785.22701	2417.698446	5849.260332	3281.030884	3954.847271	2531.448747	3417.95293	2452.22619	2846.832812	3840.219961
CREBBP	4830.613235	4565.188186	2574.162885	5059.547602	5459.163583	5159.281771	5439.445284	2672.706517	3638.839609	4648.884951	3527.502825	4487.072844	6401.623838	4801.961518	3858.572143	4333.162777	3906.738608	3516.524677	3645.871018	4077.331929	5616.400007	4946.45892	6029.04263	5089.032987	3626.941114	4915.128745	4470.147472	4162.429909	2131.821675	4028.917882	4735.98033	3050.593601	5468.528983	6281.779602	5176.350248	3998.798353	3268.536821	4138.977172	3516.956551	3214.862637	4342.713584	5069.471239	4533.766096	4694.408201	3944.277384	1896.483895	3425.243612	5017.507357	2389.002687	3747.616255	4045.227077	3347.151189	2596.908587	3681.71858	1848.231487	5384.243773	5567.420948	3481.881471	4850.525896	4827.734303	3943.45343	4271.348112	5363.984741	2934.580482	2647.264533	3273.348601	5220.412368	4249.354656	5072.697712	4235.929494	6447.007447	4754.771247	9170.480274	4290.716165	5786.884848	5173.477649	3653.007272	2217.309606	4622.156331	4471.407933	4656.750384	4646.921976	5559.682694	6417.961255	3128.704791	5497.016574	5044.749744	3729.816303	6458.446306	4895.86142	3664.289586	5048.08212	5393.116562	4090.35587	3004.269965	11609.67178
CPA3	501.6944583	1091.248183	3282.938537	223.3060431	307.4530643	1664.317272	206.0562646	122.8101074	391.7660055	954.7199854	184.0955343	1575.602322	214.6378962	572.3517843	831.4306319	2050.51046	2648.645962	476.4144258	1192.241121	1215.588479	3204.296135	335.96646	1090.939864	200.9180094	181.7543379	199.5206191	1049.538311	21.42517263	223.9074066	480.1447894	1174.376715	485.0604482	1540.232566	1802.017592	227.037791	71.94627405	4599.857293	1900.831659	254.6948939	685.5430731	2075.529946	1082.227202	1135.169783	1205.373709	375.499576	282.5497901	726.3230554	3151.632086	2728.069995	51.45526375	1010.63764	197.8960883	1439.49194	922.172328	835.4017394	2537.766894	860.6714794	352.3622695	526.9390248	2607.905761	664.6892776	1176.527601	2081.179152	1164.461206	672.5857651	1122.592982	745.6141965	493.0649768	78.17565204	1937.646778	2206.47537	1002.31567	354.5496068	924.1041098	569.8501168	1816.37074	559.1686601	34.79124998	110.2091978	426.7758462	229.8472036	10.65386617	1657.711805	1848.762256	956.5874799	1690.861849	1714.520598	874.0170807	3699.396567	1405.759777	1073.863736	401.9068081	1076.30644	264.4538868	144.260141	1053.998385
COL7A1	4448.515776	3171.031498	2141.040444	625.2805109	852.2501739	344.2207575	1324.388756	145.6234415	204.3645667	3518.740993	98.25926136	3759.193396	11194.68766	3627.758614	1108.169305	1844.17799	2143.316229	4523.177606	1637.252803	1429.914107	3197.670845	1576.497216	500.2730586	2137.606908	2380.986737	918.9613824	2734.032276	50.65577519	2353.805962	3587.217971	7144.363923	13976.30128	1791.246579	73.81458308	1319.413312	961.0067827	1448.627273	1176.69457	2464.883759	3784.767122	2292.52097	4344.783991	1777.732378	3604.746604	1255.879686	2562.168664	11707.79673	769.7353173	1001.617654	364.4574402	3148.944309	2075.956372	4960.184624	6177.908924	8954.810985	973.7222156	1209.940596	2159.817014	2532.504358	354.5729019	9301.585222	9349.752219	3290.5697	3501.722719	18221.94527	727.9163336	380.1613837	2177.337801	1053.454991	3316.017569	1251.653312	11360.8917	18479.44837	7463.109851	5265.67634	7210.274795	6074.470068	319.9591241	23075.08085	27037.56454	1468.706497	13143.08122	2994.151933	7185.834541	4020.473445	461.8280846	6482.323091	7136.073046	735.7306833	8933.481279	3183.305576	6566.928663	785.0325087	1633.590746	10045.27206	387.2854049
COL6A2	59535.10046	80421.54554	68401.62814	14904.90044	15136.76114	34332.53328	7486.056231	6969.648478	6600.744998	85084.37626	16060.41132	77571.42182	29132.08614	75225.70215	24511.08258	109233.9647	19261.84861	16982.86283	9154.720856	17100.91832	33740.20121	77106.0045	70046.79761	14267.58225	14515.01421	16923.90613	20961.12916	4705.134707	8537.504173	33338.03133	17876.17745	117057.6063	46129.18669	9283.291065	52725.28175	6404.77596	62799.61347	102520.1384	27023.12657	21951.48562	76342.52891	32021.09868	91037.40894	87630.90038	33448.46517	33132.18656	218686.5775	38441.38167	42822.54935	15071.65639	54913.79434	29443.53037	50356.2522	45405.96223	78023.89356	24346.58903	19681.76734	8889.704449	49067.30841	29799.61866	56954.7408	128070.347	24487.40729	91340.98305	49212.84431	11975.99763	15923.07127	34167.70565	3375.581461	29984.50094	22238.38487	151464.9899	22603.98388	55949.16093	38644.74999	57847.69542	16172.25709	2009.391407	51263.17385	101737.7143	26201.71591	15478.43278	36194.20724	79526.58864	26766.60202	32607.41886	82946.01425	60768.48223	23973.31545	37684.02715	90410.79422	65282.16089	21981.36903	24234.66316	38795.31506	51673.61829
COL5A1	79391.08307	75729.1359	52981.61522	14377.38105	11089.93428	21546.96664	4448.705472	1961.089357	1221.86645	58384.43685	1268.920429	76061.56451	20681.95406	94538.71864	20601.3119	78787.39329	15642.5396	27114.79061	5071.071978	6210.462756	101413.3981	25984.84123	39768.43716	11930.53969	21289.67213	8685.335398	10327.48553	658.6515594	8961.663589	36011.80067	19696.77556	70758.78788	39587.14917	1571.722899	27120.27919	3434.999168	36031.18567	107281.3903	20234.96867	22962.39362	98017.49356	26058.2592	31659.43344	58554.94959	27494.73278	24655.76427	122931.1325	25516.00873	20157.97827	19211.06528	72462.60531	25651.85635	70462.99738	31443.3737	37428.84995	20934.42855	13071.69057	6727.825999	49271.99514	46082.43858	76653.75062	124526.2688	34438.17602	31921.23671	59731.84618	15352.29569	35222.96534	31259.98026	3430.75491	29522.07589	54069.05069	138964.0583	21167.72858	36743.37563	29888.47551	71636.35604	12978.51264	482.8462253	37784.19553	76913.15466	25146.14713	17786.30087	41095.79257	120162.9941	27253.69023	43183.63576	134439.1323	31605.60837	9632.003135	31339.61238	74126.12896	55652.58016	38183.86985	32048.70307	35235.14913	77774.59719
COL4A6	28.42875255	31.74620994	86.25367725	28.02335435	49.4400986	147.3243103	12.26414685	21.76993201	6.998421458	52.22526155	46.55186389	81.71814036	31.79525415	50.52565503	52.47666748	61.82397953	114.8076403	29.70961621	9.060624161	376.1412718	37.1936039	1055.400896	17.12789518	15.24804541	13.51169888	24.43474838	439.7148921	6.809204328	7.951850162	45.92638755	22.67610558	406.588251	103.8179753	19.53749425	24.34950872	62.09061101	100.4197963	115.9935635	11.22176777	22.52109754	151.7167457	82.77729121	1377.421956	473.3478266	30.06522642	22.35063005	100.64918	197.3822204	172.7518898	29.95720393	86.16415878	202.240594	68.36381106	70.99458876	68.65839774	160.1029538	49.6101873	12.49082303	39.46124165	32.7961339	156.9770083	18.97607916	84.94814663	11.46588058	90.91430775	26.29706048	43.45597619	32.25594673	56.96822013	66.1993691	44.49437193	55.92417755	34.79050099	171.2357653	36.72976127	49.79186243	41.4959818	9.096960367	12.04743139	199.8526613	75.25557651	16.8858842	98.76949613	196.6986653	70.71778784	148.3983814	67.61181643	125.9480782	628.0775938	134.3788566	33.36652244	1.188633825	50.13906474	20.57430278	15.45931855	35.95854569
COL4A5	706.1022141	935.1437444	935.6956334	315.8579209	478.4326315	619.8798638	94.50730383	132.5887082	24.81553096	607.2263122	129.2854152	856.2435606	538.6956322	1085.526592	1182.421104	748.2395471	630.7830556	365.8074704	115.5407229	1098.088566	906.4463532	2136.919208	286.2167129	377.7294136	281.7128141	158.1366173	1584.365474	50.65468075	253.1970638	453.890627	443.3010528	285.6221114	875.9048736	220.3460144	238.731946	1684.497662	599.3261645	1274.241241	481.3936241	320.2674012	2150.514598	530.5176087	2176.058436	1794.36539	639.7522515	1139.194724	734.8638885	790.6623667	899.8372513	308.2983044	1275.46818	2022.94363	471.6003738	480.2727922	350.6542029	918.9170678	640.25391	117.4669361	567.3498884	421.1748267	1960.597379	544.3096079	698.4819169	167.5602095	1900.762648	247.4135264	859.6264995	381.3527339	324.8099344	691.6593587	633.9470595	877.0226962	802.0800997	910.7994955	495.3923385	635.2479685	526.2651034	77.71489919	220.5524599	2465.30098	457.3500095	368.1100449	1034.107635	3072.198197	632.8754854	1018.739777	1626.817416	430.2339498	1603.784306	867.9292056	500.6076675	221.4197982	410.8357079	279.6992374	444.7815042	585.7374232
COL4A4	162.176512	125.2769702	601.9719102	130.7343518	166.8647463	1061.137129	238.2029735	9.813750165	21.24998619	104.5089877	49.65531972	358.6402474	151.1336485	314.7695412	504.077695	590.7378651	1384.625678	501.9968399	75.49605152	108.086539	477.4121387	142.3755155	742.8259667	329.3134474	97.63411316	1232.947551	1394.123966	26.29608266	135.9818452	199.7324151	295.5223031	70.32131878	1449.872442	741.3440401	985.2032841	318.3623079	451.8456022	680.5444189	388.6830819	311.0559895	549.5163151	377.7298139	405.5461404	752.0741908	164.2767474	547.349565	158.3571128	1984.373845	1006.839302	114.7768506	306.0617222	2820.811994	961.7428118	533.4404073	107.7508006	1597.072501	484.2457779	79.01020271	270.1779029	1676.470543	123.1341863	199.2140837	1170.150915	36.43992181	357.0914492	452.3944066	1351.301719	306.1637707	131.7385289	370.5284151	46.492104	60.07221837	2795.07322	403.5324502	289.8871902	678.3482407	1295.886369	30.51315441	95.87734483	478.0914377	386.9758542	1831.097544	573.3995885	1330.702608	382.7795282	483.0427946	1465.057108	1207.632382	1155.018929	711.472686	325.8821452	439.3519125	801.4455256	342.4679939	147.5627618	541.733955
COL4A3	47.71810314	33.98133905	91.63245544	45.77462453	48.63519568	211.4513285	65.20420638	4.381708786	5.578238909	20.16858768	43.45038117	68.99249286	46.02819836	57.12541451	184.3668073	104.6352426	385.3102548	108.0100883	29.99089514	94.93153221	77.21462892	35.70735133	170.2055799	108.9203171	39.11513223	1856.393373	631.5138801	6.809437115	31.1046917	70.31113004	109.2657479	15.92600675	362.9364056	287.6608232	677.3149777	95.60336487	99.37906044	256.0905837	100.5556744	110.5115266	181.0656401	90.20799166	135.3992883	250.3814377	55.71099929	174.6519236	119.0627111	598.2412816	167.4681535	64.59503247	95.83258697	888.5659688	98.65302579	173.3300613	28.54155611	355.0080304	293.4557623	27.04191507	82.54751888	238.2345213	47.75098974	25.31607361	231.8864086	14.58694845	75.02111684	84.97948472	152.2221572	101.0009396	21.38193687	185.7578123	15.40027375	25.90271084	1585.9826	100.7238129	95.30331905	183.283421	846.077136	11.2167174	35.69079393	117.4845792	92.3864962	1944.023766	116.9769265	171.5693055	98.79221295	102.4870981	270.5178606	240.6403577	319.8906594	147.9850312	68.70318423	263.357881	279.6878153	120.1077963	51.78792142	87.17223163
COL4A2	56679.90476	74279.57531	60778.34951	22179.73193	15604.8755	29487.06666	9475.980016	7012.020254	8419.835722	57920.5484	10350.85338	72524.12152	16041.9406	47089.77443	20559.46956	64690.93017	32808.43142	42264.17809	13545.07892	22358.12485	77390.83534	62169.16668	47324.27523	16980.01497	22096.73442	22439.62674	22408.92403	9908.175422	11554.4496	43208.72877	22805.4229	95333.16027	43475.18117	10285.01814	36167.19898	10378.93496	44743.76183	45754.39369	34953.79187	25010.8158	57752.88356	38703.28544	54102.14216	65670.54037	31697.42875	23050.03249	80607.19081	28114.9814	26218.39752	26759.97193	77734.88191	33404.9108	51326.02703	41523.82469	37552.41508	24986.69096	23397.91988	12628.29848	36819.31548	58795.27054	38494.66225	87124.61493	37187.73519	29927.39658	70692.02337	28459.48545	56984.3027	38263.44056	5293.668138	37476.182	57188.4544	58154.79092	21123.96257	59047.68411	23862.33209	62351.27342	27327.2096	3282.925162	24669.93186	46062.76546	45778.84403	37895.69585	60242.25239	98500.75426	44651.97763	58544.1175	78067.58703	37968.70613	28856.88231	39103.26641	81121.95886	42783.2423	35006.05811	45626.21872	36562.77955	73052.05736
COL4A1	43105.06859	53471.6366	44356.37086	18204.36072	12667.61277	27389.05576	6333.696879	5636.568537	6934.210021	53692.55502	8775.838206	51740.79736	10528.22407	40557.27883	21198.9186	57238.89037	43728.61726	31442.23311	8602.28727	18613.59237	77231.72862	33674.43236	43293.2053	12093.6127	18733.16122	24817.599	16691.99435	7291.065341	23753.24935	36149.671	14888.21209	65036.1374	39779.41744	8420.927286	25308.7535	6557.552414	29258.80128	37800.53705	18578.68989	21740.70595	46726.56908	28410.49503	34520.889	51829.14572	25854.24241	15147.92976	59432.84893	25074.47661	23156.38637	25271.43543	54530.34973	25912.88534	44472.41516	30701.30104	21573.35262	29147.03805	17524.63433	7412.767332	31558.51001	64959.73538	30085.44166	79395.2271	42935.50185	14756.10516	65567.51127	23112.68739	63427.19348	30874.35613	5197.927798	34391.37283	70537.36359	45663.17339	15867.52062	41659.12548	16281.50341	54742.26708	19149.18105	1636.339011	18751.57683	36277.1974	41860.97602	31097.7811	59801.43321	93437.72139	43739.57259	70335.70865	91141.02864	23679.5363	26028.15146	32096.28405	72454.47554	32132.005	38235.95201	37562.92225	29192.54871	75183.95732
COL18A1	20456.7357	28498.96172	13130.13263	6337.874526	4940.615618	10031.71541	6200.408557	25899.94573	2760.918221	24674.10415	3068.348224	18553.0538	10997.89915	18589.19785	7316.834124	28818.98751	5343.423687	18576.58804	4642.413797	6873.25875	10806.53173	12648.04623	26096.85544	9457.097467	7130.752425	5886.085091	6864.081888	1126.339353	4106.149251	17997.93829	8714.654454	18103.8865	20557.13017	19751.01874	14529.24467	2249.256669	23062.6995	20542.37079	26695.78166	11134.3377	17741.77349	14712.93748	16448.1248	25017.90727	16074.63828	20075.21703	31324.62069	6218.166312	11921.60043	8223.96385	17862.75939	14503.16903	16257.98209	17140.97312	28369.42722	4193.395559	17030.46425	13103.27839	12410.4424	5767.135317	16154.50077	38356.30889	8640.614994	13236.78087	24809.53067	5390.948767	7752.261341	16840.55316	1587.328811	14193.87544	6275.795303	26080.80388	21749.25673	26952.17256	9965.470909	28900.26364	14052.77812	4607.901386	21776.10927	16641.41458	18805.45308	13665.32786	19470.13946	16555.54749	12233.30481	7820.848162	12191.46321	19964.44951	13796.79029	22859.47518	45292.77821	22891.70536	6810.8189	15444.24079	10029.94007	22273.68256
COL17A1	30044.36828	2496.937016	13731.34669	8484.659079	26051.32866	351.8141213	12488.77703	35.88600942	13.43000172	71920.21126	82.74560309	23891.02562	35170.05559	6194.821028	445.5155731	9156.340743	1325.473528	10878.07495	23642.82188	13.13930238	38391.67296	2265.306845	3627.83124	22518.08912	41774.08607	3856.155056	2157.703762	5.836533807	19906.09184	5259.335917	16831.30594	106.5728652	3098.066877	31.23217857	3057.853573	446.4952654	741.5838728	254.419302	333.9849603	2661.323131	612.1283311	34344.58157	4191.967287	12328.74936	36741.14605	48.12112394	1705.344474	2296.157606	766.3241417	9.630049852	45329.17793	6337.948968	7449.063253	8181.845752	21278.66037	2166.311603	1019.23589	10220.08333	2813.493158	1050.055359	29824.97967	58572.96813	753.413224	24916.74801	75692.38853	34676.49377	95.65690786	12317.31017	10374.33842	2306.190633	38919.3389	7155.981997	48445.18476	4929.53981	27497.88044	2285.921178	12968.70183	5113.853892	366.7325573	7935.985977	4023.341945	2430.829192	1909.982125	98875.37651	16268.24082	1172.896671	4428.741223	535.8035716	2531.826954	6433.763618	14809.3211	6445.521617	4776.826195	15541.08441	3911.391658	3495.949637
COBL	1192.30328	590.6793215	806.0916317	1851.379233	2842.283364	1013.231451	3332.329009	3601.531484	3267.836955	1177.357528	5288.602601	1265.817554	1090.511942	2907.857562	768.8441499	637.4895302	1879.496185	1817.403133	2893.267095	603.5359715	1190.263694	3231.613136	1383.211228	1019.514307	1472.745977	367.1782802	1798.145572	6076.113135	765.2597922	1272.621544	2020.840506	38.58381012	1661.840007	2782.637237	273.8119822	3232.955041	1214.335635	482.7292841	1604.917089	955.6660551	1268.710012	3016.403464	2244.213074	2704.75542	1119.588325	1531.927589	451.564706	845.4149616	640.1970357	1133.772648	2187.556322	1960.48041	2291.872005	1132.295325	312.6378657	1847.375123	1664.315707	3576.424885	1112.277058	1305.19	370.466666	1851.280964	1565.547393	1247.722651	243.4834745	3429.972395	1818.435498	1528.53073	4688.910535	1821.044589	1718.160281	962.977784	772.5674624	2222.507643	1198.27706	1779.11036	1861.203302	401.4627592	176.8447531	968.0632949	2066.13505	1331.743062	2410.278766	1243.347499	1367.201767	2308.664252	958.6543226	920.5792591	3566.102001	1640.536604	1774.722107	4402.01455	1916.329776	1996.770284	1363.985392	4142.049208
CNFN	45.05489657	22.74712502	19.1713517	19.13374192	11.09027813	20.24235571	66.18184297	36.96069026	21.25891758	54.82027925	149.8979721	43.51198504	63.49085963	30.73985557	30.83613657	30.31438778	6.653833698	62.12635498	121.1404789	109.1064746	9.274103317	19.88590043	61.91087429	26.57061881	47.57013207	46.69695729	32.26909467	101.3512835	141.1302207	23.42167147	55.08914457	17.05587918	40.2602635	35.79045988	60.41853887	10.83556196	88.88011114	17.85780877	88.17133256	118.6660104	16.69528547	51.99220673	39.97158432	8.51127835	27.97051392	99.50658945	28.29353247	16.05537476	44.52421271	135.9295839	39.55583547	75.11302845	35.17160285	47.8793199	125.6690592	2.407826861	31.0637503	162.1224293	126.599724	22.64062481	98.99809886	15.35279141	10.30563762	59.32849001	60.26633216	33.95282964	10.38058069	80.57466005	31.10846467	69.16309568	62.76538626	72.48949402	21.38663351	39.70796263	164.8041715	45.55835935	125.4253635	1585.693005	50.05183186	168.1735933	72.78386039	85.55986114	24.55117377	8.127171937	31.11253575	14.33608498	7.272331385	107.8274391	33.37968187	42.87406546	39.25614639	96.4979081	6.735076912	35.82034245	165.0786629	17.9045189
