gene	Nor-P1	HPAF-II	CaPan-2	BxPC-3	Panc02.03	Panc05.04	SU86.86	Panc03.27	PL45	Panc03.3	Panc06.03	CFPAC	Panc010.05	Colo0357	L3.60pl	Panc02.13	Panc08.13	HS766t	Panc-1	ASPC-1	Mpanc-96	MiaPaCa-2
KRT23	12.89522892	13.29009308	10.93557392	9.596435423	3.804867783	3.820747069	11.74866035	6.145948336	7.632148016	7.811165178	8.460716985	9.805428442	5.319383223	7.130084758	8.418620589	11.04383195	1.454994257	6.062220858	3.496817386	12.20087045	11.61394118	6.693625434
KRT37	5.917560647	6.649641598	3.351920568	5.777550361	5.614009649	5.752353737	1.909901427	4.056160019	4.525936817	6.692711042	6.887322705	6.216574162	7.062090351	3.245835333	7.192076949	4.110983543	6.248968448	5.910826581	5.985478916	6.698100661	7.374381985	6.20854406
KRT32	4.534914697	5.371820831	6.141248575	5.184955831	4.627803383	4.04181859	4.870175378	3.508851569	4.298252956	6.445324017	4.436979459	6.096708477	4.811587296	4.480359721	4.004230379	6.196879034	3.964392591	3.06885238	3.39166042	4.393974256	4.062972259	3.09427966
KRT18	15.82624196	15.64074841	15.78495562	15.14799854	16.32715462	15.24689574	16.14113455	15.97720982	16.1784262	15.21559615	16.13470959	15.37935854	16.15686001	15.53350257	14.55976256	15.01892261	15.04547647	14.76174442	15.55069363	16.20909669	15.94158986	15.34414344
PERP	2.988746956	2.467792006	2.324385644	1.359503837	1.630503327	4.127265751	1.137657075	3.525450755	2.417817974	1.605983465	1.612786564	1.759761273	1.210839747	2.020824233	2.056926976	2.367477698	1.91196649	2.259212546	4.252609625	1.312672298	4.737794081	2.815891936
PPL	8.506585776	11.35596051	11.67536778	12.89836317	11.56668946	10.9925664	13.01974271	9.873894257	11.0736372	10.52310414	12.84421092	11.73704585	12.06439859	11.21813604	11.78438523	11.61159441	6.511642603	12.57651133	10.46480817	9.707157287	9.149835715	6.00107677
CSTA	6.928777776	6.708902919	6.016354241	12.73845294	2.03861534	7.91377132	12.47135752	6.519385489	8.222183758	13.3562936	8.351684436	12.48625062	5.460422957	11.91305099	13.38003391	13.76220712	7.370069269	7.055798529	5.342085961	5.764625727	2.031827403	2.835850519
PI3	5.753879304	5.373595076	8.623887972	11.63669725	8.227908303	8.067653907	13.04459745	7.114170889	6.761799276	8.527066797	10.69589909	12.9450155	2.944355148	9.959801305	11.8261515	10.71665962	6.388048277	9.495045147	1.938734467	2.435395605	5.649527507	3.077417139
CAPNS1	11.5545336	12.90318594	12.10187839	12.56346766	12.29938781	12.49665435	13.70208814	11.50374102	12.70429943	11.83192623	11.96611399	11.66211235	13.05609172	11.73810395	11.62020521	11.62213063	11.03871273	12.16866631	12.59090833	12.55541324	12.07641985	12.58605641
KRT36	1.41604716	2.319376145	1.828347786	3.143298664	2.076444776	2.508140832	3.812309943	1.494929349	2.175451306	2.086814533	3.046397419	2.349290194	1.600952407	1.958033475	1.794095012	6.569826326	1.968759295	2.696468255	1.604795781	2.795593892	1.594992884	2.203806856
KRT17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLK14	2.954505103	3.78278859	4.111026676	3.52377691	6.47951476	4.479619093	3.703619632	3.655174334	3.60427226	4.043817381	3.670992319	4.532630872	3.619860406	3.832289262	3.238459867	4.187931029	2.831126061	3.080726485	3.658063307	3.921738454	4.253974776	3.528631023
KLK8	6.653192553	10.54203801	9.083461055	7.516598325	6.771121101	4.165554212	5.963595443	4.050848	7.521050965	3.948665136	6.751064515	7.214586185	6.695584709	7.494243145	7.144974338	6.575225647	6.233264248	3.00711504	7.828474184	9.216764839	8.955372474	8.747523993
KRT34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT33B	5.793375463	3.251952003	3.370265132	3.42145487	3.838761113	3.211801176	6.704577234	2.515325638	4.299224681	4.298292466	6.877219431	4.797358066	5.14416887	4.539599844	3.270308242	6.645686151	2.808755022	3.827086931	3.832642545	3.642738876	2.649411006	3.22663986
SPINK5	4.955991072	3.51662609	6.163426893	9.914985601	6.374770946	5.675700987	8.944807131	6.237091266	6.163100533	9.562562521	6.992982451	7.093504042	4.069984135	8.221879714	7.731325942	10.84298661	3.228773214	9.600785528	6.295495783	3.015447051	4.881810901	3.661611845
DSC2	11.65825641	10.91345989	8.369523367	8.736762843	9.25162601	7.406533912	4.249433947	10.5927727	8.733364113	8.05706345	10.41943369	11.33055146	8.430772649	5.047105736	7.280455793	8.12325142	2.904493837	6.170651137	8.081087483	10.52632155	9.23797484	5.382597477
DSG3	3.865267257	11.96421961	6.41201154	10.08802707	6.999263489	6.804873144	4.221766244	4.591483715	4.610685076	9.599215074	7.6025799	5.678271881	2.316486269	7.372591027	8.271714356	8.427888984	7.020942162	2.259402294	4.254276925	9.990660561	9.390100647	3.854206559
DSG1	4.441003162	2.65343491	1.583133084	6.399290626	2.43682828	2.748637823	2.998283657	2.846676285	2.412915347	2.416762126	6.100771732	3.944627085	3.502761609	3.221866962	5.668023523	6.229359869	1.97570573	4.096362554	6.370136996	1.917944876	3.974330673	1.73399237
DSC3	5.964831505	6.246782619	6.726696601	10.69348577	6.523514456	6.641236745	7.099976585	7.962438983	7.228543682	9.823597537	7.548751639	8.334845886	4.630786811	7.637019792	8.459574567	9.914629018	6.165475042	8.950891076	5.547452639	7.063896578	6.899150598	4.49077057
DSC1	5.723098394	2.735023883	2.74743395	2.832575067	2.270674347	1.704824822	3.114302208	4.682623409	1.340281328	3.610123475	2.38308537	3.65993259	1.752028659	2.576405051	3.56501903	1.393415204	2.91664953	2.356391477	4.411267851	2.746140083	4.617189016	1.369625953
KRT85	4.858777683	7.240798449	6.650526401	7.079666389	2.168925622	5.545833407	2.518824381	3.032861484	5.734999843	3.231161934	6.875773787	6.460500528	5.910705102	4.799557052	6.048134501	6.443168182	6.6570651	2.968341306	5.392982968	5.990085889	6.24242398	3.168694569
KRT7	7.68664438	8.516502286	7.131061808	8.643443218	8.737582735	7.975266366	7.622558939	8.562072412	8.483880066	7.945430228	8.512662177	8.456274489	8.126968072	8.448044627	8.241319081	6.707094473	7.613375031	8.521506921	7.763397647	7.95035247	5.863971257	6.990014392
KRT71	2.331182955	3.849626502	2.191315901	2.832464429	3.645062164	1.918828924	4.554702398	2.99789212	3.46697641	3.373672	7.077652621	4.071810341	1.910938038	2.097471904	3.351553288	4.463413957	5.755431627	1.900600413	3.336067035	4.630022405	3.31993369	4.405880877
PCSK6	5.093931658	5.704143348	3.487011683	5.522663523	2.54943331	3.516709461	1.75669443	4.820099967	3.317097191	3.875657432	6.008582288	5.833242235	3.904768996	6.707217579	5.70145461	3.517191517	3.735607203	1.857198886	4.683733756	2.22859299	2.013407887	3.450180568
FURIN	9.798085823	8.49463097	7.999836448	8.453215498	7.276012775	8.46419758	9.086311679	7.632122369	5.234507999	7.233236286	8.356522494	7.774185096	7.326084773	8.904930288	7.186778316	6.911542051	8.235133433	7.827878094	8.001143697	7.704137904	7.59795293	3.910996242
CELA2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLG	5.584390122	1.953157326	4.973009096	5.705215229	4.317252055	7.923570649	4.279561406	4.804481855	4.52480817	2.975515583	6.295254428	5.625334702	2.114547831	2.759112793	5.44048086	4.928933382	2.799463082	4.672856993	4.604829965	2.415904495	3.146461092	2.780532578
PKP4	8.086365414	9.760332725	8.933529207	10.09589711	9.460568093	9.900349301	9.956013396	10.11523465	9.487125371	9.848008687	9.799177689	10.8084538	10.02357528	9.636378746	9.36457282	10.05695874	8.980382442	8.614104525	10.22590636	10.15908261	9.959044578	8.609903518
ST14	8.438980402	11.90249605	12.05478564	10.15665898	10.74216248	12.06805052	11.86287907	11.55413463	9.403044336	8.348392295	12.89674425	12.28395946	9.550146014	9.40813743	7.879446756	11.07713836	6.281844782	8.149169302	4.666852104	10.74510886	10.9425911	7.182755939
TCHH	6.330730355	4.626298322	5.110718468	4.187134042	4.279917049	3.157804424	2.708929855	4.29297123	5.978128405	6.509230603	6.412558964	3.777562953	3.514526629	3.56443333	4.372381823	4.758947037	2.660631302	5.422591396	5.91465047	2.41514856	4.66182337	5.787959797
LCE2B	3.026405759	2.063899177	6.015663761	1.81910454	3.863953761	5.874687537	4.871070332	4.695799953	3.335096184	4.26067566	5.441425656	3.752197674	5.820005285	6.121978185	2.297162786	5.806274762	4.719814746	2.798475149	4.824560571	3.363431426	6.549809557	5.213805636
SPRR2G	5.957788525	7.10138085	6.430881313	7.389068656	5.76416492	7.714079695	4.995794609	4.086661412	5.393303353	5.60700186	5.422248599	5.397080783	3.993212142	7.728343168	6.5130086	4.824195848	6.337504973	5.275182794	5.204856779	5.530608162	7.072864648	5.28898358
KRT84	3.095591743	3.127169958	4.523144302	3.286552745	4.627292898	3.51911014	4.678668168	4.105561657	2.924375791	3.135070277	5.049975418	5.363241107	4.290679793	3.190431367	1.91787693	3.302809369	4.300755372	4.778972363	1.434372216	3.279404719	5.27742962	3.813403824
KRT82	6.07601973	7.296529498	4.47482694	5.914256358	4.751401592	7.606411335	5.175275662	4.216472683	4.98583303	6.020898115	7.309143601	6.716019492	4.393198521	7.233318338	5.280029326	6.7840588	6.640032707	3.971307753	6.50529744	7.371706615	6.947695561	6.186466373
LCE3D	7.130419421	7.070384637	6.532130738	7.119471701	6.960126737	6.88532621	6.370415814	6.198655497	6.887937897	7.183931156	6.826915267	6.899973762	5.840647694	7.247358759	7.299372281	7.358760328	6.958603183	6.675187164	6.019749696	6.770501073	6.824769942	6.333054984
IVL	5.159061813	6.728914133	7.050344296	6.451965178	7.119732417	6.791510401	6.612050869	5.651676728	8.523479519	5.540918053	7.361099547	6.698455943	6.619280526	7.090828797	5.954236538	6.337629611	6.488830369	6.653681968	4.05815205	6.461692368	3.855646703	6.209925026
SPRR3	6.447436671	8.379642032	6.455115319	9.163309979	7.397613741	10.19548634	6.263432359	6.282396843	6.264190068	6.634102832	6.7455352	6.312053211	6.005157826	5.14877494	6.653369922	7.980559852	5.294646336	4.973562109	5.433639408	6.803362333	7.022850836	3.417372725
SPRR2D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLK5	6.397526395	7.666798884	7.703766609	4.551789377	7.677682911	5.715826421	6.398274436	10.37888769	9.597681591	4.992513091	5.411477246	6.78593253	8.301495932	7.076201053	7.251770584	6.709538944	6.276623047	7.311424614	6.470505062	6.473736695	7.70906843	11.51878539
KLK13	4.593831772	6.749598985	6.856545923	6.416722832	7.544391244	6.618166265	2.989781832	5.673693038	6.628589982	7.366925244	6.654234273	6.969871341	6.741037389	7.155402155	6.358158689	4.171002105	6.320417203	5.718004161	5.044540128	6.576336685	5.702337716	5.761595151
KRT80	6.242378471	9.196837348	11.10742339	8.155402341	10.53091358	11.15147691	11.23163523	11.56716906	10.20129929	8.620760436	11.36887382	9.422180902	11.2231393	7.899700271	6.24701829	9.268287666	9.627009084	9.622213139	8.797503313	8.530019627	7.790552765	9.938875227
KRT1	1.529634286	3.659632324	5.546030805	6.495175247	4.249663708	6.257014532	5.716418229	5.37825208	5.653565807	6.290528394	4.09530178	6.722158355	6.45232198	5.553615028	6.564406337	5.216871359	3.187268231	7.366495823	6.134556991	6.277738911	3.975305402	6.385390867
EVPL	3.283047258	8.073473223	4.390079731	8.502005751	9.008648972	6.947719812	8.751492544	7.142462496	4.933631426	7.152993304	7.978135732	8.370435588	8.478032299	8.066712693	7.098422872	7.941624115	6.23922143	3.936790854	8.017836499	8.98003871	8.501238149	7.339691025
KRT24	8.805672135	5.878040377	5.444840819	5.732148536	2.937514746	3.757805291	6.194995517	6.018562862	5.004381286	7.060759733	5.43580124	5.373614614	4.675693762	6.88059379	6.509994006	3.069630326	6.013971938	2.950093133	2.91141499	6.015200129	3.616661599	4.095043847
SPRR1B	2.034848537	7.882690762	3.366930777	12.03873948	8.919433088	11.19973071	7.30056287	5.97720056	5.650571215	1.696658145	9.892418178	7.897364969	6.470753558	1.689592962	5.206076995	7.662351811	5.777737505	6.783613339	5.697266782	5.979944166	3.114772163	6.213080022
SPRR1A	3.53349616	3.994217794	8.524256242	10.71033203	2.590770971	8.758611277	3.553324557	1.771868226	3.196913146	2.643659267	2.709373353	1.934551242	1.303785657	3.502071834	5.903283177	2.552704798	4.372782307	4.592431142	2.01022613	1.370633117	2.91237537	1.587226487
KRT8	13.53935263	13.88441086	13.66697562	12.07120621	14.18058907	13.17119052	13.8757802	14.18342698	14.47518836	12.89825949	13.39313782	13.03289924	14.37652791	13.23883288	11.97429206	12.77104056	13.15284196	12.25210499	13.51155819	14.64778417	14.56701734	12.64090256
KRT78	6.037084554	1.697158	3.149107337	6.043903484	6.042248041	6.369520228	5.916889069	6.030024021	3.426914919	4.09669895	7.043329527	7.602121011	2.369231737	6.320829673	5.664004948	6.277922839	4.563207909	6.880209785	5.684363231	5.973381039	4.399056909	3.600125546
KRT86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT75	6.064044524	7.33440617	3.978608938	6.484183321	7.1844454	6.612134887	6.884767011	5.994334599	3.066064574	5.434223069	6.78686959	7.315059518	5.785231449	6.779057429	6.841962929	3.774415239	4.855175646	7.356899066	5.866670753	5.640562626	2.554466059	4.444464378
KRT6C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT4	4.284850303	4.433035462	5.795441374	10.06688976	2.864943454	6.693511558	6.866586271	2.178011242	3.560728759	9.222969635	7.577149281	10.70633688	3.527750309	8.734112415	5.954484846	8.063246373	3.937797045	7.935262839	6.96930674	3.132888197	3.369676926	4.050621874
KRT74	3.240114738	4.147466542	5.360944405	5.938169392	4.481274746	2.943625478	2.411785543	4.078548875	3.008134552	4.119805733	3.767456817	2.800098078	4.266894012	4.4196094	3.057022444	3.456697044	4.847932756	3.583050204	5.508828138	4.69215906	3.345793689	3.381987225
KRT72	5.473399168	5.507792893	6.287695627	2.580683641	6.039231917	5.31186183	6.442611666	1.952280929	6.731376116	3.916069408	3.414581273	6.544563523	4.389698687	6.969359932	4.846445951	3.985721107	3.667403502	6.915542786	1.012450074	6.092821379	6.494915809	5.935914867
KRT83	3.519412759	4.158614729	3.219817926	3.542339584	3.133656257	4.917398311	3.620469456	1.687580809	3.411213659	7.462450605	5.000244416	4.477161683	4.034960828	3.136214674	4.717131647	7.005686703	2.749693018	2.821768433	4.045547868	3.479906488	4.092452524	2.673385057
KRT19	14.12880138	14.60255658	13.90410039	14.7240431	14.63825797	14.38977698	13.7298856	14.48428859	14.89328737	13.97849114	15.15125003	14.92903818	14.60066182	14.05393889	14.86931376	14.51688664	8.231781173	14.17299519	12.51634992	15.14510328	15.03917402	11.46191107
KRT15	5.467371683	7.221730932	9.125947184	8.824092084	8.155243744	6.156502131	7.674628071	7.260018983	9.003577831	8.84006194	7.824433452	7.487682583	8.113790398	8.272127027	10.57438043	9.37344283	7.019549453	7.720025659	6.546584563	8.87969942	8.72723918	10.45058423
KRT38	5.735188725	6.759890839	6.450761745	6.446925148	6.521813038	5.486189702	4.548127843	6.503685132	6.524911067	3.555165715	6.376865985	6.31585638	6.469308411	6.185191915	2.694010598	7.41708683	6.647317195	5.823319134	6.735840541	6.35894125	6.524976149	5.955133167
KRT13	4.651676194	5.816917542	5.14027396	12.01663425	3.065771328	2.733808644	1.188676018	5.633899114	7.477374186	12.2605266	8.008123275	7.825815703	4.767277593	7.329401704	12.23855565	9.919807627	6.369811902	6.451685965	4.982667309	2.149105405	3.059895612	7.8118365
KRT9	3.480799344	5.64432334	5.736849855	6.80392555	4.288095286	4.567695756	5.968438851	6.717296342	2.500240265	5.466884805	3.864624316	5.96958342	6.180924989	6.37245896	6.810320885	2.623816168	5.362374934	6.821067556	5.665677242	4.251718731	4.843069725	3.758567374
KRT20	5.716241981	14.92530554	7.098337424	2.1739649	6.387686898	3.237450861	4.660575927	3.119346031	5.544691517	4.922568758	1.780057736	7.075648411	5.550837161	5.372206343	6.595468002	2.112935553	5.194458829	2.726819938	4.995127615	6.818991317	7.931055941	2.340097783
KRT27	4.878089436	6.673365102	5.668561723	3.252333886	3.435231441	6.36802998	3.331324063	3.415396028	3.001176534	5.086836032	2.845558316	3.732654284	5.585140964	2.680524739	3.569471527	5.827222378	3.784537257	3.791555078	3.225774351	5.325126192	5.166361439	2.300329806
LCE1D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT2	3.726921447	4.952048901	3.009630715	6.855546468	3.836830722	5.730180076	6.248104694	6.031826365	3.516341458	6.14557494	4.466326093	3.944364674	6.279016933	3.168868263	5.997090967	2.808352477	4.772523432	6.644608782	4.457620609	5.277670683	6.717401516	6.049574291
LIPM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JUP	11.01923202	11.70071395	11.23786053	11.44169174	10.83999656	10.64006524	11.76650458	10.94946459	11.77732172	11.21717529	12.11065648	11.53728899	11.3475871	10.9735573	11.56154078	11.22267582	7.637233298	9.190016473	9.989387707	11.42913513	11.53423823	8.415982598
KRT28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSG4	5.590415228	7.451066523	3.402016595	5.423666605	2.702054811	4.631205932	2.780684567	4.339190755	6.424592074	2.509369231	5.881249063	2.846368208	5.778594716	3.378163213	1.327681393	2.504585019	5.554492274	3.436895103	2.20257796	4.537138242	6.13830179	4.912387176
SPINK6	6.637384694	6.355558209	6.945060985	6.192833047	6.563260131	6.310227855	2.041902719	3.247466452	6.345278312	13.46118957	7.457399292	5.994896175	3.152074406	14.32890291	5.855576292	3.891917052	6.169714916	7.428522684	6.148609965	6.786776498	3.846133425	6.65920864
PKP3	7.676822992	6.848197034	7.170980796	8.235952604	6.563159857	6.889380872	7.37643443	7.103549262	7.930895552	8.218905791	7.923346945	6.992540666	7.592857048	8.447356195	7.348137799	7.307685965	6.34436234	7.50274781	6.659378591	8.458988211	8.601800616	7.072660153
KRT76	2.286336465	2.677805085	3.3657268	2.861489951	4.037277059	3.069058897	3.419202158	5.727007397	3.913890357	4.222390027	3.931222396	3.866740128	3.468589136	3.951815138	2.855918124	5.959455456	2.254613583	3.863075658	6.605319241	4.306192422	2.367396551	2.826726577
KRT6B	7.215765081	5.533831854	6.059299085	12.24015506	6.785837646	6.792381513	8.331338462	8.7670592	6.420900862	10.18715484	8.489068618	8.894961546	7.172122095	10.75887593	9.287580284	10.65341681	7.468931076	12.37540324	7.701415121	6.939501945	6.423187903	7.289559257
KRT79	2.793606993	3.145823275	5.981347154	6.78172156	4.081646157	6.473461629	3.917599469	5.824532982	6.485488115	6.760713792	6.906786628	7.277619936	5.298222879	7.579216292	6.368135401	6.333464979	6.052817897	6.756882287	6.219334468	6.651855077	6.010866016	7.089166199
LCE3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCE3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT73	3.273702598	1.568039404	1.77283682	2.768892928	6.014353969	2.296474518	4.888817307	5.250017949	5.06535982	4.490536288	3.938933875	1.937281618	1.521406374	4.423461316	2.932238759	6.093456954	4.822908299	4.821851053	3.143608364	2.829145571	2.939417187	3.089943621
KRT5	2.114669203	4.025802195	4.035731825	12.98666848	4.876704084	6.496241381	6.583631499	5.358749667	6.403371129	12.05652426	6.522123922	10.83052599	5.670549017	13.10826863	11.323407	11.72297442	6.102388653	13.90937547	4.147956487	6.871864832	3.066628419	2.403476033
LCE5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCE1E	6.455883015	7.382632783	6.106999592	6.688966096	7.38441442	7.048421172	4.600365479	5.794246368	4.610704435	6.531171067	7.552073391	6.851050003	6.792592902	6.608080828	5.800134936	3.095243229	3.154964361	3.939940857	6.559387403	7.402842481	6.487010427	3.922767069
KRT26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT10	11.22318151	11.9126317	10.63315291	10.85407823	10.81776472	11.74316867	11.66477328	11.27875221	11.12059399	13.45454842	10.99779041	11.10054586	11.21114269	12.24720502	12.22238643	11.17595429	12.48779123	10.14012041	11.95913989	10.98170708	11.17759881	10.83049953
KRT3	4.194460399	6.33284598	6.198078034	3.739725575	5.102864069	4.676853038	2.153273153	4.463976881	6.023681185	3.427396897	6.328952145	2.502014238	3.974503854	6.438069979	2.665697284	3.228581702	4.117539488	4.111296051	3.309031678	1.88445285	2.777431751	5.712920356
KLK12	6.760735851	6.924369563	4.051068086	7.284640762	4.310216624	6.538605739	6.91126349	6.598659234	6.803935309	4.581227098	7.157082857	7.263599445	6.145163667	5.874436593	6.721303877	7.109132796	5.004772612	7.115814955	6.17752221	6.510808818	6.871225126	7.275050508
KRT16	2.638784876	5.501415888	6.465225192	7.726492326	5.423767489	6.157353563	6.856970083	1.610241528	2.565672387	8.9494146	5.371983939	3.154306827	4.498576744	6.283667564	6.598133024	9.316510754	1.505781194	5.279687465	2.877940759	6.877803454	3.958477044	5.683063402
LCE1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT14	3.464970865	3.610644362	6.731219805	10.27818855	2.99532469	6.144585107	4.58426309	6.482370949	6.617940008	7.041830385	1.89220826	2.451173497	2.826886198	6.244876931	5.310364888	3.656851294	5.512984014	14.39891618	6.591427834	6.807277684	2.350563081	2.499680694
LCE4A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCE2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCE2C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCE2D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCE3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT12	4.734031568	3.504369558	6.272443789	6.612293485	2.426902449	2.542724607	5.251308848	1.843863294	2.318940056	5.842631964	3.407981915	1.828418624	3.318727527	6.835621142	1.61147117	5.788055759	2.346276056	3.083608957	2.913342505	4.842805096	3.846777276	2.658185882
KRT77	4.958337042	6.126321795	3.719976777	5.822755342	3.950973258	3.390678203	3.074904707	5.229178698	4.902949266	6.687833733	6.910266122	3.105813405	5.957311394	3.863862276	3.26266869	4.14727597	3.356306552	3.64608768	6.85856169	4.242395313	3.402510085	5.693825541
KAZN	11.69912886	7.46268684	10.32570732	9.599408576	8.061319658	8.659012305	9.270602169	7.038571775	9.965510488	9.519258394	9.168756361	10.45415229	8.826790655	10.93748554	8.885713032	10.42507363	8.357111312	9.635792547	8.729512309	8.452779395	8.251665854	8.617766891
LCE1B	4.850330235	4.168001466	5.183217961	6.48225559	6.981517402	5.87608586	6.155506857	3.977779973	6.70830466	6.571514642	7.879308757	6.618237557	5.360608331	6.664943771	6.691987691	6.985825335	6.241612642	6.246204135	6.751517295	6.875110139	2.765634604	6.213818356
SPRR2B	4.26225405	4.600718544	6.311387099	11.41601319	3.447713114	6.683907697	10.01732201	6.709246949	3.601021801	4.196587432	7.873398523	4.722301266	3.276467084	4.403188445	4.434991564	7.781973819	7.024732097	7.244461607	5.613928335	6.127570191	5.630521501	5.715439487
KRT39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT35	5.524084708	2.27253845	5.837736963	3.727949928	2.019292741	6.533400225	3.28818982	4.964869306	5.864597978	2.693802872	4.741478468	3.279759566	2.795750132	3.259538599	5.542817433	5.157791341	4.215934419	1.401921039	3.553012021	2.530712782	2.596369312	4.842861228
LCE1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOR	4.64043217	3.771149838	2.854279291	3.976328854	5.366162571	3.739855357	3.563033334	3.60341036	7.30830355	6.468985107	2.961927702	3.039220846	3.853929109	6.324611668	3.237968588	6.406595905	1.598617963	4.226930826	4.346639255	5.622532308	2.710914453	3.522536185
LELP1	6.339282639	6.315999194	5.338398924	5.572948102	6.26413822	6.131966367	5.903560778	3.957385143	6.58285668	5.92550844	4.062429339	6.724741347	3.475162319	7.139243025	5.960821833	4.668159887	6.523600601	6.857504969	7.167777967	5.184563729	7.036856578	3.778061052
SPRR2E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIPN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIPK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIPJ	2.895527532	1.206823805	5.10218275	5.533621488	3.720088702	4.727561113	4.744585067	3.089508243	5.931912373	6.620482665	5.532706429	4.988046327	4.992379538	3.562788143	5.131736005	5.905389339	5.181646325	5.084323238	5.948815892	1.546241301	5.294310688	6.036316376
KRT40	-0.410221684	2.229655975	4.390082317	1.320293457	5.888626851	5.345152379	1.931147912	0.287092026	1.780178567	0.938239605	1.976307149	5.445145731	4.543492568	0.622302665	4.43564323	1.108820654	0.728238278	1.617164963	0.888075961	0.569509332	2.835348917	4.800106014
KRT25	7.327941333	7.014328121	7.020378575	7.106355126	7.308950821	5.984733763	6.853791267	6.227937612	6.089309462	6.692042646	5.942563449	6.263732344	5.914315452	7.606851785	6.033324193	7.184463228	6.490594402	5.986811114	4.601753195	6.904353464	6.260024517	6.814036037
SPINK9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT6A	4.561500248	4.315111355	5.341158359	15.1307871	1.224739722	3.226197291	3.799082856	7.304894539	1.829634338	12.68880971	9.362682586	12.01764227	5.515175014	13.66006487	12.55745326	13.09370961	5.749691841	14.95288773	1.382614238	3.739375108	3.388750964	3.586817145
KRT81	5.663847602	5.362907159	4.956951772	6.634689901	8.07269744	5.076763707	14.69205865	12.36244153	5.270200534	9.297851513	9.794219263	7.471621631	4.462807876	7.070156736	3.485344531	9.287964831	4.191533446	6.491078136	4.248737293	5.596069673	3.321651764	2.287736054
RPTN	4.988376012	5.248898404	4.95507261	4.872867288	5.277636004	5.189682163	4.536902516	4.580235143	5.016244321	5.024386349	6.391872387	5.58171068	5.253250761	1.89278913	5.990809922	2.593455424	4.425439478	3.599059481	6.216999841	6.364845465	2.592999321	3.29266506
LCE6A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCE1F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRR2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCE3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRR2F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf68	3.259445245	4.859312843	4.847611444	3.75660049	6.845295058	3.940073477	3.373131056	6.203420127	4.5583936	6.727079784	3.933946974	6.147721208	6.431662724	6.151561672	5.872125817	3.711692221	6.270236857	4.584319731	3.707132483	6.736210541	2.975904044	4.81893396
CDSN	4.215379447	5.816333065	4.10965309	4.816956751	4.880186755	3.725783367	4.593932779	5.04016885	3.878945039	2.341119356	6.348608964	5.162702456	3.442882348	4.23218701	5.395946637	2.740976326	3.773227721	4.830256947	4.10351085	2.529728748	4.713842584	6.160765794
PKP3	7.676822992	6.848197034	7.170980796	8.235952604	6.563159857	6.889380872	7.37643443	7.103549262	7.930895552	8.218905791	7.923346945	6.992540666	7.592857048	8.447356195	7.348137799	7.307685965	6.34436234	7.50274781	6.659378591	8.458988211	8.601800616	7.072660153
