gene	Nor-P1	HPAF-II	CaPan-2	BxPC-3	Panc02.03	Panc05.04	SU86.86	Panc03.27	PL45	Panc03.3	Panc06.03	CFPAC	Panc010.05	Colo0357	L3.60pl	Panc02.13	Panc08.13	HS766t	Panc-1	ASPC-1	Mpanc-96	MiaPaCa-2
RBPMS	6.384052961	6.649214389	6.398306713	5.942937143	5.087624737	5.70403385	5.865693785	6.025276817	5.532356518	5.656864085	5.030123246	5.917057852	5.760866488	5.824815525	4.494198635	5.833652742	6.720599893	4.787938177	5.938531343	5.48640836	7.39850874	5.705792342
EPS8	12.27378856	13.50974739	12.24353454	10.80470598	12.7671604	13.72372924	13.87540149	12.8436698	11.51289123	8.689837516	13.06220393	12.94013648	11.54969645	9.612193454	10.1779713	11.90195153	10.44174525	11.08324839	12.12106481	13.12909634	13.37204633	11.80948086
AGR2	2.454704536	12.87003289	11.66187826	12.39427711	9.989758328	14.15970569	15.85861186	9.071852804	3.503573856	12.75443915	14.93733582	14.8455051	2.857381752	7.858093237	9.429425347	13.7704279	2.829563757	10.47897362	12.14913786	13.77482807	14.3755129	3.23912356
IGF2BP2	11.28634091	12.38056355	11.79036494	12.28779421	13.12891476	11.10121369	13.01061146	12.70759096	12.11236357	11.70098436	13.43855554	12.95286846	12.41147994	12.49802105	12.33125072	13.49317484	12.29606253	10.97096928	12.43808712	11.7335233	11.23627083	12.35174434
LAMA3	6.276811439	6.143860304	6.732695992	6.198274215	5.786107206	3.629140317	5.921937349	2.810651129	4.569634132	5.434855207	6.845257825	7.187445604	3.498148855	6.313484731	6.563081549	6.510297053	5.211501696	2.45545012	4.660351563	3.833713148	5.732664297	3.372311405
JAG1	6.167189529	6.16056169	4.239102797	7.068130075	3.173728161	5.842934788	3.805644771	5.861529711	4.071827074	6.785622426	6.363027025	6.162995103	2.499245795	4.899410482	3.286992638	2.928688936	6.52019132	6.948235256	4.509489321	6.889492818	4.434276424	5.366840734
SFN	9.008816116	9.379189008	9.647770113	12.93694206	10.49095262	10.174588	8.649711047	11.38842842	9.067052669	9.430290728	10.04897686	10.25018494	12.16475159	11.14375931	10.19238312	9.940473163	4.775609971	11.3635944	8.775099412	10.18828097	10.18928444	6.007058644
SCNN1A	6.197957238	12.8786995	12.9337944	12.87938768	12.32890861	10.94486918	13.53769083	10.68538203	12.0277712	7.468718538	12.87199395	11.46405931	10.6028149	8.590199883	10.66322796	12.08860764	2.581920146	12.81617581	2.5567521	11.71368766	11.8290938	11.56319664
TACSTD2	3.957842345	4.259724981	5.92779872	5.731559863	3.980247375	3.840066771	2.497334208	5.998219955	5.08111484	3.933888728	6.746690152	5.585219448	6.493277723	2.227290349	4.431726902	6.727028682	3.462600259	5.87828631	6.315153471	5.702276472	2.845148294	6.706769816
PPL	8.506585776	11.35596051	11.67536778	12.89836317	11.56668946	10.9925664	13.01974271	9.873894257	11.0736372	10.52310414	12.84421092	11.73704585	12.06439859	11.21813604	11.78438523	11.61159441	6.511642603	12.57651133	10.46480817	9.707157287	9.149835715	6.00107677
CHST15	7.041331048	9.216517834	10.03686813	10.57558262	10.14284419	10.85896129	10.41136384	10.93802363	10.4924453	9.907259365	10.16502991	10.51774728	10.73963223	8.522762641	9.616852183	10.44710704	5.687119368	9.150239039	10.03446988	11.31594248	11.59002843	10.48305081
FOSL1	7.887616488	10.59262512	9.720298631	11.69113629	13.44851153	11.56920331	10.01658295	11.67521426	12.89336071	8.648642383	12.65437596	10.67300848	13.28407695	10.25176047	10.2892887	10.44894894	10.97544406	12.38736787	12.29363553	10.98030386	9.787374603	10.07787056
PTGS2	5.094514965	11.6991512	10.50674091	10.69418907	5.760800667	7.95879047	10.30153091	5.067168515	2.725442799	9.819387585	5.506921716	8.516052949	2.500342684	7.067166404	9.415648827	11.16161587	5.505381146	6.945670078	5.417487424	5.517660392	2.292165315	1.488647295
S100A2	7.508649153	9.410385864	9.258393857	15.89173441	13.77834965	9.700974473	10.56861696	11.22120667	11.1621521	14.20771165	9.810609524	13.28829798	11.41101905	15.98511819	15.67945437	14.06591422	8.896413699	15.82298088	9.737618331	8.900297006	9.244594343	11.31044205
F2RL1	9.317492729	11.1355191	10.05554371	9.387376849	10.22450844	8.960590154	11.44484575	11.21071065	9.471251727	8.410311003	11.85463118	11.68061518	10.01845236	9.408399533	9.342350595	10.92146561	10.52398096	8.154333316	11.3728466	11.5095452	11.33064511	10.47288656
COL4A1	11.4538956	3.24380023	6.613594605	7.8867501	5.916191293	5.954439373	7.084515195	12.42132208	6.522514027	9.528585859	5.943642227	7.791625557	3.713482728	13.71126433	11.98897879	11.55815116	4.873384571	5.761452682	7.097829373	3.983048702	5.88799637	9.62203661
GATA3	10.91251547	6.430070618	7.677918094	0.963272596	8.149629022	8.941827553	9.543923268	8.800837667	5.880705792	7.331146947	5.851095947	6.162806387	5.783618467	1.171183601	3.122276749	6.068425855	4.614648961	6.80493235	6.598696461	1.845022231	5.363731109	3.521812526
CLDN4	8.044065034	4.349825353	3.107840319	4.273342966	5.054001117	3.502015236	5.864939853	3.749010632	6.478598031	6.563991697	6.644159398	6.905168575	6.061798144	5.454730722	4.321845934	4.758758498	6.979555456	5.111154512	3.615540508	4.456768053	6.100422945	5.124318744
PDGFC	7.775914654	11.23689467	12.55353484	9.586406015	11.99946334	12.85479977	12.97028904	11.94085648	12.95656126	12.01337809	12.1490417	12.44249045	13.01825627	12.48296293	11.35867896	11.61241078	13.80641078	12.28986105	11.09254876	5.76600311	1.49418528	13.70883439
FXYD3	8.530460438	9.772090179	9.986247849	11.20341342	7.890761632	10.27775445	10.18496304	8.164770507	8.72628565	10.60168181	9.474475323	10.09571556	7.898851208	10.10280695	10.41409096	11.2767585	7.622950301	9.015344933	7.737030856	9.197905844	9.529144183	7.981031127
TNFAIP2	5.937917269	6.679685064	8.132284227	7.189551746	8.320755573	8.814480834	4.646087938	7.620454538	6.028707874	6.130241962	8.32823573	8.689058459	6.896644873	4.901782159	8.487537133	9.209040467	4.066367643	6.81227388	3.8797806	4.754863714	7.461186752	5.067998516
MAPK13	5.267499162	10.37279508	9.327615911	10.72199338	10.58252504	11.18492321	9.27297604	10.86428805	10.78398659	10.18935012	9.413729879	9.605442259	11.08220438	9.800064301	10.22899619	8.881780481	8.705141034	7.214073552	7.847380235	8.523261929	7.672163875	6.929917986
ARHGDIB	6.54379337	6.327161023	6.45387787	8.269371191	7.276108891	7.641906544	8.631325864	8.380741695	7.767464087	7.260374586	8.279393043	8.069760184	7.854575478	7.267068949	7.679495555	4.09192789	6.551949235	7.513996685	6.96343791	6.726792985	5.807547887	5.018181738
MTUS1	9.277073674	10.23836386	8.899318205	9.018974927	7.37398106	8.838804194	9.836045442	8.808147403	8.266808871	9.547931913	8.355408387	9.102752473	8.133765794	9.44151832	9.099999681	9.558046895	9.49566253	8.818875902	6.775894	11.26588022	11.80104359	4.896027147
DAPK1	10.48909197	9.308449725	9.287871355	9.019622471	6.441526428	12.41029093	10.65031253	10.34622057	10.2089378	9.265728865	10.86434318	11.49857725	8.143394285	8.721615197	6.592098099	9.995449483	7.09759415	8.981528663	5.954802342	1.924394189	5.79776651	6.66940045
IGFBP6	5.566648833	13.0138215	12.95298592	12.42638247	11.10574871	9.131001483	9.260921661	9.934015096	11.86648917	9.886734108	11.86374826	9.615871567	10.99883276	9.258854083	10.68314922	10.59317815	8.819517304	13.97921575	7.422461417	10.63071589	10.74594203	12.94713572
BST2	7.329799034	11.76634355	12.52830111	11.62145033	10.33366559	6.493024209	8.112749019	12.16055024	10.71731059	8.170125383	9.317901795	8.936680867	10.78163899	8.109168683	2.217691671	10.31956977	9.591104038	11.82245699	2.916540356	7.017990139	9.297320597	8.186527288
IGFBP7	3.843307678	3.613495051	4.460863419	3.97202928	4.544496867	13.82458015	11.31568358	8.806751344	4.089164767	12.08172363	5.410993548	8.581429819	2.742089393	12.83777476	11.93633655	12.47626826	7.893518495	3.230652991	5.107272642	4.355192785	3.913910578	5.576505423
SPINT1	11.16590387	9.925578558	9.738269892	9.544433837	9.436706562	9.846652436	10.67212734	9.870900747	10.56739336	10.19988942	9.085726367	9.385934557	10.60871965	10.62972343	11.00559516	9.572127022	9.849553441	9.499055667	10.47875683	9.604084919	9.108757661	10.28007025
GLIPR1	8.142477603	8.645168121	2.388190324	9.045411073	8.433345532	8.699904148	6.551858632	8.183530103	8.212505201	8.186015217	7.77856128	7.501605139	6.878922436	8.757559433	8.907933763	8.985418667	10.30308025	6.719974291	8.179268439	9.450955294	10.98800376	6.118258367
H2BFS	12.4847799	11.86537778	10.1738231	11.65983797	11.09604439	10.74588367	9.160784996	11.43246086	11.66791532	11.03839126	11.23719606	11.8396883	12.38495445	9.660942447	11.12155891	10.33313511	9.846730075	12.71160888	11.36798663	10.676349	11.02896716	9.475041148
ASAH1	9.957705513	10.48883945	10.73139461	10.6853563	9.979361319	10.61027605	12.35358248	9.583344469	10.49158239	10.83090294	10.74364358	10.66538782	9.646546829	11.17243321	10.82484596	10.69170517	9.327875163	9.596921795	9.312097807	11.29727931	12.48254254	8.658447413
ARID5B	4.132001093	6.888374889	4.181759262	4.501250774	3.63349675	6.442617028	3.445207886	3.929667873	3.261658392	3.077915416	3.946188651	5.659902553	3.109782845	3.374135547	2.122946237	3.591023188	3.376571562	3.883178564	3.641912143	4.672059774	3.637898508	4.10585857
RAC2	5.513406399	6.981343466	8.075521176	9.240530029	7.619258505	7.239987402	10.33764588	8.276043526	7.70364332	3.970127813	8.799132154	8.271739948	9.7311304	6.4581215	7.778786047	7.613239727	7.135750849	9.184238186	3.483573218	4.770465314	7.243924995	6.07761405
FBLN1	10.2817919	6.135193945	4.51928159	7.548631049	9.34835039	3.130846589	8.096810148	3.149089509	2.897929373	7.596395407	4.018606428	5.696886246	3.818490703	8.498204048	7.324520536	7.712786602	7.859611285	8.810998637	8.151659017	3.995607636	3.077500247	6.688224966
ANXA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP29	5.756715624	5.819733846	6.445647538	5.163818974	7.091090569	5.069665135	2.781795569	6.602717121	6.635226929	2.230604162	7.137364924	7.338132468	7.531839578	2.470370516	6.611652315	6.766548187	6.392120302	4.089691897	6.199878286	6.721010622	7.479795952	5.307518614
LIMA1	12.03588951	13.75254271	13.64204724	13.11888999	11.95210855	11.02833132	12.01149513	12.14856701	11.8703727	9.974827044	12.47669461	11.66535067	12.38116847	10.60249532	12.05231359	12.01713972	11.23746432	11.51104764	11.88810402	13.28804106	13.50229843	13.04580341
ESRP1	10.74926989	12.18395948	12.00334237	10.99953099	12.54757399	11.6146742	12.31763649	11.96305637	12.12670566	12.18710449	12.0652821	11.5977474	11.99186321	11.73874483	11.46515559	12.04218808	1.647971817	1.566640607	5.369837243	11.2932967	10.01444944	6.012382364
TSPAN4	8.031583279	6.940079433	8.967652255	9.59268626	9.483738869	11.04376428	10.66127644	9.487133912	10.0782661	10.28706633	10.32349437	10.40541873	11.11926264	10.04244784	10.31006211	10.44011158	10.26838778	11.29039611	10.7461586	9.999833183	9.790124245	10.72376909
AKAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPAS1	13.54934883	12.24193853	9.566427036	12.5691346	11.58631034	13.09417485	13.12118457	10.01355673	11.38054201	12.89292821	11.39887274	12.07322351	11.05032706	10.192853	12.09757671	12.74291382	11.47017653	12.43679394	12.27099255	11.92578901	12.17693044	6.949369619
DSE	5.335006887	0.416115441	1.557311297	3.083072792	2.962302022	2.146161881	2.363653097	2.007980612	4.74251556	5.580103627	2.030765775	3.470710283	3.950429481	3.144005032	2.334850786	4.84459688	4.19549034	5.255272292	5.430620273	1.80611455	3.52659097	5.830287645
MT2A	10.96288322	9.626638128	13.83303054	12.91420373	13.28667013	12.26949318	15.04575716	12.96293361	15.3803891	12.99781398	15.03909816	13.49380059	14.93904878	12.15747459	13.93668054	13.85149256	11.36932812	16.09072762	15.51325804	12.74912783	9.607109672	15.30594977
MT1G	8.3236637	7.674304622	11.06216563	10.10497146	10.22437215	9.468271897	12.07915161	9.479735173	11.96617455	10.20540195	11.49519456	10.38829428	11.5464253	9.36547898	10.55802463	10.70212792	8.803598979	13.29591992	12.30226324	10.39564673	8.770499677	12.76618029
TRIM29	6.557369777	7.551571854	9.091577148	12.30627739	8.120804385	7.782732462	6.843156886	10.65414536	10.48228752	12.59249336	10.58810802	10.76103862	11.39386105	13.87150477	11.71114018	12.75724705	4.285629349	11.89637589	4.081929873	5.064814327	7.115567993	7.550214592
AKAP12	3.478150072	3.156441048	3.827425641	1.454325741	5.842071995	2.618124784	6.030419747	4.118135872	4.139894188	3.945034432	5.445353964	5.59595367	3.803037106	2.649799532	4.770850125	1.921156515	2.677569314	4.376309692	3.939478154	5.370140163	4.026182684	3.520445593
WWTR1	8.843554827	9.738335675	9.747284028	10.41056266	10.44212987	9.023827081	10.06410338	11.45803156	9.564736309	10.57240375	10.40419811	10.96417057	10.20517332	10.71328935	10.59879762	10.57899598	10.01470568	9.497487593	11.22914389	9.803128825	9.697284172	12.50408549
KRT7	7.68664438	8.516502286	7.131061808	8.643443218	8.737582735	7.975266366	7.622558939	8.562072412	8.483880066	7.945430228	8.512662177	8.456274489	8.126968072	8.448044627	8.241319081	6.707094473	7.613375031	8.521506921	7.763397647	7.95035247	5.863971257	6.990014392
WNT5A	6.314396872	8.967689722	5.552729491	3.570776797	3.288897504	5.299312045	9.210038183	5.195036737	5.086797792	10.43844874	6.443171199	9.454444652	4.162493235	9.438277398	8.350485766	9.647841739	8.654497391	4.846920361	4.988782558	5.28215452	2.624229662	5.706379203
KRT18	15.82624196	15.64074841	15.78495562	15.14799854	16.32715462	15.24689574	16.14113455	15.97720982	16.1784262	15.21559615	16.13470959	15.37935854	16.15686001	15.53350257	14.55976256	15.01892261	15.04547647	14.76174442	15.55069363	16.20909669	15.94158986	15.34414344
GLUL	10.16218049	7.876364935	9.093296899	11.82249482	9.532352422	9.018290932	11.08641583	9.94308535	4.490413097	10.66219117	9.529627416	11.13395029	8.70291828	9.060624502	13.47238024	12.845796	9.774157154	10.15029542	7.755227008	1.85198536	3.631170212	4.248471805
GPR87	8.019036108	9.793457209	9.974415609	11.32486569	10.32868628	9.796291471	10.41165441	11.82504406	9.186903536	8.3876206	8.636533058	8.124199011	10.49329056	9.731657358	10.72282107	9.100577459	8.370545194	7.132623475	6.05719142	3.520887399	0.731775893	10.02537414
VIM	4.538432232	3.076453056	5.11422426	4.279560499	5.891907086	5.932241733	5.751284762	6.462506487	5.445700795	5.467538209	5.424021465	5.663903529	6.14452465	5.88432377	6.265092557	6.76755298	8.121441196	5.310975934	10.08389946	7.611771501	7.626672911	9.086175001
VGLL1	12.64350353	3.103042788	6.498063139	7.379082188	8.81539946	8.902877535	9.21880216	8.393714684	9.157280863	4.111785277	6.801754014	7.791895406	7.846863363	6.560895849	4.307419386	4.018806174	3.224533787	4.247845397	1.929789595	5.69945807	2.70826638	2.748119314
BICC1	1.707771225	5.103554462	8.84936899	1.706263803	7.138582844	12.19224544	5.806306337	10.56098172	2.662530011	6.355785867	11.2156989	12.13953695	6.214290232	9.449577788	7.099589973	9.721343323	6.410907897	4.831437888	2.783292862	1.263911448	1.231210847	4.200074083
TGFBI	4.751037167	14.07820648	12.4929755	12.38908833	12.40533694	11.98363546	13.51049264	12.4882938	13.11877057	8.280659597	13.63927299	11.31093828	10.79640274	12.64477865	9.885087331	11.33110462	13.83272062	11.08200674	12.04305695	13.48932636	13.03568766	11.20624232
EPCAM	13.38495798	14.5643453	14.78399165	12.92734344	15.13756882	14.22154664	14.18831095	14.39013714	14.4593655	13.84801635	14.88929984	14.80725004	14.43487789	13.75320143	14.13349565	14.20483316	8.015353762	7.017189225	10.32063536	14.83386333	14.6736197	3.661961917
PTGER4	4.392031727	3.76274859	4.056783984	6.809414897	5.376653893	6.669197323	3.765022562	3.026994838	3.142438825	3.849353543	2.868850374	4.293903911	6.639851119	2.97639729	3.638017835	5.472085335	4.087568716	8.437074633	7.049178114	5.301814368	3.935367264	2.645956736
CAPG	9.96541318	12.23440983	12.17708993	9.240855065	9.259149994	10.0164284	9.816966251	8.385512023	10.64139244	7.06148936	9.681735742	9.601850582	9.266915379	9.610876788	8.323453088	9.131957007	7.481919912	8.528903351	10.01599802	12.11860517	12.3883992	11.26734007
PIR	10.4401183	9.032486164	11.85462122	10.66394952	9.153865649	10.13378871	11.3641461	8.548197886	8.535861561	9.614205482	6.091594744	10.31526954	10.09205723	11.98591386	11.92843464	10.38239582	10.33380701	12.29640905	10.04096503	8.468907122	7.7614932	9.367985504
LOXL2	2.348805252	2.794095317	2.441838931	4.579444477	3.137623545	4.062381451	6.965332461	4.656421842	4.213901809	3.881886034	2.399932323	5.982270019	2.233138395	6.282585845	4.584851902	6.460234982	6.890150225	4.8618352	6.794348675	3.388390988	3.196438346	8.187651536
TPM2	6.212146371	11.78779651	8.270900265	10.97047119	10.75894205	11.63990687	10.40042347	11.76045439	6.933025191	6.191130603	10.81808808	11.13329266	2.605313115	11.6687121	9.23666866	9.705819857	9.497149825	12.17494879	14.08268471	13.48473424	13.16547622	12.24818258
S100A4	9.884793837	11.33714107	15.17604676	10.20099068	11.84160787	9.778205503	8.881257684	13.01220441	8.951435695	6.328644852	9.017227929	7.867232575	9.361434086	10.30546744	8.298602872	7.608111059	11.41515318	14.93274388	12.72248726	15.5710934	15.72644905	15.16082768
KRT17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JUP	11.01923202	11.70071395	11.23786053	11.44169174	10.83999656	10.64006524	11.76650458	10.94946459	11.77732172	11.21717529	12.11065648	11.53728899	11.3475871	10.9735573	11.56154078	11.22267582	7.637233298	9.190016473	9.989387707	11.42913513	11.53423823	8.415982598
TGM2	6.112372781	8.223186464	13.62059631	12.42248452	13.2777199	14.36240705	12.76156854	13.39634031	11.34222587	8.152356492	12.81026545	11.03411389	11.58803603	6.605810266	4.711973765	10.06283425	11.4695756	12.19040616	8.659409197	10.8352425	11.44489778	9.687935583
SIRPA	10.51243695	8.989932452	8.95585422	10.86587348	10.64034996	10.37246202	8.842163838	10.29629822	9.692955142	9.25717668	9.615757486	9.715079453	9.19412675	9.2204704	10.08951994	9.91312	8.23364071	10.75591697	9.584193366	9.481404395	10.12447436	10.48547399
EFEMP1	3.167297496	5.833555818	7.057299998	12.24756392	12.88728891	9.750254049	13.83821442	13.02985392	2.879551655	13.85679088	6.100319455	11.15822821	5.98295395	11.48244717	13.55056242	13.64193575	13.4323204	13.80800847	7.123071484	6.361865169	3.33716051	5.340795746
PTGES	9.550820988	7.685011973	8.65020901	8.50818098	7.85402394	8.000238104	7.366606226	4.655049468	9.002172738	9.402509112	8.251614723	7.941453203	7.477190987	9.064909954	9.49636679	8.435257436	7.337231738	8.728089606	4.230076018	7.875638807	8.472902926	8.096369726
FKBP11	10.41250456	11.90795377	12.7302479	11.83218684	11.41816954	10.01953785	12.20525637	11.96937704	11.51158878	14.11526568	10.5531368	11.31955192	11.74254587	12.86222572	12.84386385	12.76457749	12.01330806	12.35952433	11.19869603	12.3504843	11.57598425	10.39317994
PKP3	7.676822992	6.848197034	7.170980796	8.235952604	6.563159857	6.889380872	7.37643443	7.103549262	7.930895552	8.218905791	7.923346945	6.992540666	7.592857048	8.447356195	7.348137799	7.307685965	6.34436234	7.50274781	6.659378591	8.458988211	8.601800616	7.072660153
CSTB	13.48415951	14.37532279	14.10769129	13.71477595	13.52864033	13.81034543	15.28164479	13.24626326	12.53717139	12.79280672	13.78371241	13.44576791	12.87202803	13.40303867	13.34623459	13.7049009	11.77140338	13.49683717	12.91632072	13.89724559	13.91044853	13.95939558
TFPI2	3.984227714	2.965167875	2.358798875	10.66998863	7.220054727	3.454881433	8.361395356	10.51006155	10.92114164	8.715787946	6.443691366	3.750794711	10.10511827	7.999210625	10.50311339	8.188289213	1.848707751	12.03849234	6.714577946	2.88227439	6.051707236	3.652955326
FYN	10.21916728	8.836514404	8.695487653	9.761866299	9.036336314	12.30487952	11.2453981	9.804038737	10.55254289	12.00619135	13.1588883	12.6975171	10.30100274	10.43790433	7.761928768	11.31604754	9.386847922	11.21372831	8.381465351	8.022080284	8.688002032	6.548272668
PERP	2.988746956	2.467792006	2.324385644	1.359503837	1.630503327	4.127265751	1.137657075	3.525450755	2.417817974	1.605983465	1.612786564	1.759761273	1.210839747	2.020824233	2.056926976	2.367477698	1.91196649	2.259212546	4.252609625	1.312672298	4.737794081	2.815891936
